0	景点	东京	浅草寺雷门	最古老的寺，红灯笼下许个愿	Sensoji_2023.jpg
1	景点	东京	东京塔	橙红的铁塔，把夜点亮	Tokyo_Tower_2023.jpg
2	景点	东京	涩谷十字路口	最热闹的路口，霓虹晃眼	Shibuya_Crossing,_Aerial.jpg
3	景点	东京	明治神宫	林子深处的神宫，安静得很	Meiji_Jingu_2023-3.jpg
4	景点	东京	上野公园	樱花开满的公园，粉成一片	Ueno_park.jpg
5	景点	东京	台场彩虹大桥	跨海的白桥，夜里换颜色	Rainbow_Bridge_(Tokyo)_at_night_8.jpg
6	景点	东京	皇居东御苑	护城河边的老石墙与庭园	Imperial_Palace_Tokyo_Kitahanebashimon_Gate_2.jpg
7	景点	京都	伏见稻荷大社	千本鸟居，一路橙红上山	Torii_path_with_lantern_at_Fushimi_Inari_Taisha_Shrine,_Kyoto,_Japan.jpg
8	景点	京都	清水寺	悬空的木台，红叶铺满山谷	Kiyomizu.jpg
9	景点	京都	金阁寺	金色的阁楼，倒映在池心	Golden_Pavilion_Kinkaku-ji_water_mirror_2024.jpg
10	景点	京都	岚山竹林	高高的竹林，风一吹就响	Arashiyama_013.jpg
11	景点	京都	祇园花见小路	古老的花街，灯笼一盏盏	150124_Gion_Kyoto_Japan01s3.jpg
12	景点	京都	银阁寺	素净的银阁，苔藓与白沙	Ginkakuji_Kyoto03-r.jpg
13	景点	京都	哲学之道	樱花落进小溪的那条路	Japan_Kyoto_philosophers_walk_DSC00297.jpg
14	景点	曼谷	大皇宫与玉佛寺	金光闪闪的皇宫，尖顶刺天	Wat_Phra_Kaew_by_Ninara_TSP_edit_crop.jpg
15	景点	曼谷	卧佛寺	金色的卧佛，静静躺着笑	พระพุทธไสยาสวัดพระเชตุพน.jpg
16	景点	曼谷	郑王庙	河边的黎明寺，晚霞里立着	เจดีย์ประธานทรงปรางค์วัดอรุณ2.jpg
17	景点	曼谷	湄南河	长尾船划过的湄南河	Chao_Phraya_River_-_Bangkok_-_northwards_-_from_King_Taksin_Bridge_-_2021.jpg
18	景点	曼谷	考山路	夜市飘着炭火的烤香	Khao_San_Road_2.JPG
19	景点	曼谷	丹嫩沙多水上市场	小船满载水果的水上市场	Understanding_the_"floating_market"_(15801439261).jpg
20	景点	曼谷	金山寺	登上金山，钟声绕着塔	วัดสระเกศ-2.jpg
21	景点	巴厘岛	德格拉朗梯田	一层层流下来的翠绿梯田	Tegallalang_Rice_Terraces_Bali.jpg
22	景点	巴厘岛	海神庙	礁石上的庙，浪拍着落日	TanahLot_2014.JPG
23	景点	巴厘岛	乌鲁瓦图断崖	悬崖上的庙，脚下是蓝海	Cliff_at_Uluwatu_temple,_Bali.jpg
24	景点	巴厘岛	京打马尼火山	火山口的湖，晨雾里醒来	View_Of_Mt.Batur_on_April_8th_2026.jpg
25	景点	清迈	素贴山双龙寺	山顶的金塔，云雾里发光	Wat_Phra_That_Doi_Suthep_-_Chiang_Mai.jpg
26	景点	清迈	契迪龙寺	斑驳的古砖塔，静静矗立	เจดีย์หลวง.jpg
27	景点	清迈	帕辛寺	兰纳风的白金寺，精致得很	Wat_Phra_Sing,_Chiang_Mai_(I).jpg
28	景点	清迈	塔佩门古城墙	老城的红砖门，圈住时光	Chiang_Mai_-_East_gate_of_the_city_wall_-_0001.jpg
29	景点	清迈	因他农山	泰国屋脊，双塔藏在云间	Naphamethinidon,_Naphaphonphumisiri_near_summit_of_Doi_Inthanon.jpg
30	景点	清迈	周日夜市	手作满街的周日夜市	Chiang_Mai_sunday_evening_walking_street.jpg
31	景点	首尔	景福宫	飞檐的古宫，背靠着青山	광화문_월대.jpg
32	景点	首尔	北村韩屋村	老韩屋一排排，爬着山坡	Bukchon_Hanok_Village_01.jpg
33	景点	首尔	N首尔塔	山顶的塔，俯瞰满城灯火	NamsanTower_(Cropped).jpeg
34	景点	首尔	清溪川	城市里的小溪，静静流	Cheonggyecheon_stream_at_sunrise_with_trees_in_Seoul.jpg
35	景点	首尔	昌德宫秘苑	宫里的秘苑，红叶围着池	창덕궁_전경_(2012).jpg
36	景点	首尔	明洞	最闹的明洞，霓虹一整条	명동8길_거리_(2020.03).jpg
37	景点	首尔	汉江公园	汉江边的黄昏，风很温柔	Hangang_Park,_Seoul,_Korea_(9667800269).jpg
38	景点	新加坡	滨海湾花园擎天树	擎天树亮成一片森林	Supertree_Grove,_Gardens_by_the_Bay,_Singapore_-_20120712-02.jpg
39	景点	新加坡	鱼尾狮公园	狮头鱼身，喷着水花	Merlion_(I).jpg
40	景点	新加坡	滨海湾金沙	三塔顶着一艘船的金沙	Marina_Bay_Sands_(I).jpg
41	景点	新加坡	圣淘沙海滩	椰林棕榈的海滩，热带风	1_sentosa_aerial_2016.jpg
42	景点	新加坡	牛车水	彩色老店屋，红灯笼成串	Aerial_perspective_of_Singapore's_Chinatown.jpg
43	景点	新加坡	小印度	艳丽的小印度，颜色跳出来	Little_India_(4048444495).jpg
44	景点	新加坡	新加坡植物园	兰花开满的植物园，清凉	Symphony_Lake,_Singapore_Botanic_Gardens_-_20041025.jpg
