160	景点	巴黎	卢浮宫	玻璃金字塔盛着一整座艺术的梦	Louvre_Museum_Wikimedia_Commons.jpg
161	景点	巴黎	巴黎圣母院	石头拱顶下藏着几百年的祈祷	Notre-Dame_de_Paris,_4_October_2017.jpg
162	景点	巴黎	凯旋门	十二条大道从这里向四面散开	Arc_de_Triomphe,_Paris_21_October_2010.jpg
163	景点	巴黎	蒙马特高地	山坡上的白教堂俯瞰整座巴黎	Butte_Montmartre,_Place_du_Tertre,_Paris.jpg
164	景点	巴黎	塞纳河	河水把整座城轻轻分成两半	Bercy,_Paris_01.jpg
165	景点	巴黎	圣心大教堂	白得发亮的穹顶等着晚风	Le_sacre_coeur.jpg
166	景点	罗马	斗兽场	两千年的石头被太阳晒得温热	Colosseo_2020.jpg
167	景点	罗马	许愿池	背对着投一枚硬币许个愿	Trevi_Fountain_-_Roma.jpg
168	景点	罗马	罗马斗兽场广场	散落的石柱记得旧日的喧闹	Foro_Romano_Musei_Capitolini_Roma.jpg
169	景点	罗马	万神殿	圆顶开一只眼睛望着天	Pantheon_(Rome)_-_Right_side_and_front.jpg
170	景点	罗马	西班牙台阶	坐在台阶上分一支冰淇淋	Piazza_di_Spagna_(Rome)_0004.jpg
171	景点	罗马	圣天使堡	河边的圆堡守着一座桥	Castel_Sant'Angelo_at_Night.jpg
172	景点	罗马	纳沃纳广场	喷泉水声里的整个傍晚	Piazza_Navona_(Rome)_at_night.jpg
173	景点	伦敦	大本钟	钟声敲响下午茶的时间	Elizabeth_Tower,_June_2022.jpg
174	景点	伦敦	塔桥	两座塔守着灰蓝的河	Tower_Bridge_at_Dawn.jpg
175	景点	伦敦	伦敦眼	转一圈把整座城看遍	London-Eye-2009.JPG
176	景点	伦敦	白金汉宫	金色栏杆后的那面旗	Buckingham_Palace_London_Morning_2020_01_(cropped).jpg
177	景点	伦敦	大英博物馆	一整个世界都收在这里	British_Museum_(aerial).jpg
178	景点	伦敦	威斯敏斯特教堂	石头拱顶里回响着历史	Westminster_Abbey,_Westminster.jpg
179	景点	伦敦	圣保罗大教堂	圆顶稳稳压着灰色的天	St_Pauls_aerial_(cropped).jpg
180	景点	圣托里尼	伊亚小镇	等一场全世界最慢的日落	Oia_sunset_-_panoramio_(2).jpg
181	景点	圣托里尼	蓝顶教堂	蓝得不像话的圆顶	Oia_Santorini_Blue_Domes.jpg
182	景点	圣托里尼	红沙滩	火山把沙滩染成了红	Red_Beach,_Greece_Oct_29,_2018_07-12-47.jpeg
183	景点	圣托里尼	费拉小镇	悬崖上叠着白房子	Santorini_Fira3_tango7174.jpg
184	景点	巴塞罗那	圣家堂	高迪的梦还在慢慢长大	SF_maig_2_cropped.jpg
185	景点	巴塞罗那	古埃尔公园	碎瓷拼成的彩色童话	Parc_guell_-_panoramio.jpg
186	景点	巴塞罗那	巴特罗之家	像海浪凝住的一栋房子	Casa_Batllo_Overview_Barcelona_Spain_cut.jpg
187	景点	巴塞罗那	哥特区	窄巷子里藏着旧时光	Barcelona_-_Carrer_del_Bisbe.jpg
188	景点	巴塞罗那	米拉之家	屋顶站着一排石头武士	Casa_Milà,_general_view.jpg
189	景点	巴塞罗那	巴塞罗那海滩	阳光暖得让人不想走	Large_sign_with_beach_rules_and_information_at_Barceloneta_beach_in_Barcelona,_Spain_(2022).jpg
190	景点	巴塞罗那	加泰罗尼亚音乐宫	彩色玻璃洒下一场音乐	Palau_de_la_Musica_May_2026-4.jpg
191	景点	威尼斯	圣马可广场	广场大得能装下整片天	Piazza_San_Marco_(Venice)_at_night-msu-2021-6449-.jpg
192	景点	威尼斯	大运河	贡多拉划过一座座小桥	View_of_the_Grand_Canal_from_Rialto_to_Ca'Foscari.jpg
193	景点	威尼斯	里亚托桥	桥上桥下都是水的声音	Rialto_2025_4.jpg
194	景点	威尼斯	叹息桥	叹息声里走过的最后一眼	Antonio_Contin_-_Ponte_dei_sospiri_(Venice).jpg
195	景点	威尼斯	圣马可钟楼	钟楼替整座水城守着时间	Campanile_of_St._Mark's_Basilica_-_remote_view.jpg
196	景点	威尼斯	布拉诺岛	彩色小房子倒进水里	Burano_Venice_17.jpg
197	景点	威尼斯	学院桥	木桥上看整条运河发亮	Accademia_bridge_in_Venice_(South_East_exposure).jpg
198	景点	阿姆斯特丹	运河带	歪歪斜斜的窄房子挤在一起	Herengracht,_Amsterdam_in_the_Blue_Hour.jpg
199	景点	阿姆斯特丹	安妮之家	一栋房子藏着一整段勇气	Amsterdam_(NL),_Anne-Frank-Huis_--_2015_--_7185.jpg
200	景点	阿姆斯特丹	国家博物馆	荷兰的黄金时代都挂在里面	South_facade_of_the_Rijksmuseum_Amsterdam_(DSCF0528).jpg
201	景点	阿姆斯特丹	郁金香花田	春天开满整片彩色的田	Tulip_fields_near_Lisse,_in_the_Netherlands.jpg
202	景点	阿姆斯特丹	风车村	风车慢悠悠转着旧时光	Zaanstad_Zaanse_Schans_22.jpg
203	景点	阿姆斯特丹	梵高博物馆	星空和向日葵都在这儿	Van_Gogh_Museum_Amsterdam.jpg
204	景点	阿姆斯特丹	辛格花市	花市浮在水上香气满街	SingelBloemenmarkt.jpg
205	景点	布拉格	查理大桥	桥上有人拉着小提琴	Prague_07-2016_view_from_Lesser_Town_Tower_of_Charles_Bridge_img3.jpg
206	景点	布拉格	布拉格城堡	城堡俯瞰满山红瓦	Karlův_most_Praha,_Staré_Město_20170810_007.jpg
207	景点	布拉格	天文钟	整点就演一场小小的戏	Astronomical_Clock_(8341899828).jpg
208	景点	布拉格	老城广场	童话就该是这个样子	Prague_07-2016_View_from_Old_Town_Hall_Tower_img3.jpg
209	景点	布拉格	圣维特大教堂	尖顶刺进灰蓝的天	PragueCathedral03.jpg
210	景点	布拉格	跳舞的房子	两栋楼像在跳一支舞	Tanzendes_Haus_2023.jpg
211	景点	布拉格	佩特任瞭望塔	小铁塔站在花园的山上	Petřínská_rozhledna,_Prague.jpg
212	景点	里斯本	贝伦塔	塔守着河口望向大海	Torre_Belém_April_2009-4a.jpg
213	景点	里斯本	28路电车	黄色电车吱呀爬上山丘	Tram_28_Lisbon_Portuguese.jpg
214	景点	里斯本	热罗尼莫斯修道院	石头上雕满了大航海的梦	The_Jerónimos_Monastery_or_Hieronymites_Monastery.png
215	景点	里斯本	圣若热城堡	城墙上看整座城铺到河边	LisbonCastle.jpg
216	景点	里斯本	阿尔法玛老城	法多的歌声从小巷飘出来	Lisbon_alfalma.jpg
217	景点	里斯本	发现者纪念碑	船头对着未曾去过的远方	Padrão_Descobrimentos_April_2009-3c.jpg
218	景点	里斯本	罗西奥广场	波浪石板铺满整个广场	Praça_de_D._Pedro_IV.jpg
219	景点	维也纳	美泉宫	金色宫殿闪在阳光里	Wien_-_Schloss_Schönbrunn.JPG
220	景点	维也纳	圣斯蒂芬大教堂	彩瓦屋顶下的高耸尖塔	Wien_-_Stephansdom_(1).JPG
221	景点	维也纳	霍夫堡宫	帝国旧梦落在石头上	Wien_-_Neue_Hofburg.JPG
222	景点	维也纳	维也纳国家歌剧院	一段圆舞曲从这里流出	Wiener_Staatsoper_Front.jpg
