480	景点	佩特拉	修道院	爬上山顶才见的巨殿，比卡兹尼还大	Al_Deir_Petra.JPG
481	景点	佩特拉	皇家陵墓	一整面崖上凿满门，都是王的房间	Royal_tombs_in_Petra_archaeological_park,_Jordan.jpg
482	景点	佩特拉	高处祭坛	登上山巅的祭台，整座石城在脚下	High_Place_of_Sacrifice_Jebel_al-Madbah_Petra_Jordan1432.jpg
483	景点	羚羊峡谷	上羚羊峡谷光束	一束光从头顶漏下，把红岩点亮	USA_Antelope-Canyon.jpg
484	景点	羚羊峡谷	下羚羊峡谷	钻进地缝，岩壁像流动的火焰	Lower_Antelope_Canyon_478.jpg
485	景点	羚羊峡谷	马蹄湾	河水绕出一个马蹄，红岩兜住碧绿	Grand_Canyon_Horseshoe_Bend.jpg
486	景点	索科特拉岛	龙血树林	撑着伞冠的龙血树，像误入另一颗星	Dragonblood_tree_in_Socotra_2.jpg
487	景点	索科特拉岛	阿尔赫尔沙丘	白沙丘直接堆到山脚，一边是海	Arher_dunes_(6408219309).jpg
488	景点	索科特拉岛	德特沃泻湖	浅浅的泻湖清得发亮，踩水就见底	Detwah_Lagoon_in_2023.jpg
489	景点	瓦迪拉姆	月亮谷红沙海	红沙海里拔起巨岩，日落时烧成火	Mountain_in_Wadi_Rum,_Jordan.jpg
490	景点	瓦迪拉姆	劳伦斯泉	红岩缝里一点绿，藏着沙漠的水	Lawrence_Spring,_Wadi_Rum,_Jordan.jpg
491	景点	瓦迪拉姆	岩石拱门	天然的石桥，架在两块巨岩之间	Natural_Bridge,_Wadi_Rum.jpg
492	景点	棉花堡	白色梯田温泉	雪白的梯田盛着淡蓝水，像融化的棉花	Pamukkale,_Denizli_2026_68.jpg
493	景点	棉花堡	克里奥帕特拉温泉池	泉池里沉着古罗马石柱，泡着两千年	Cleopatra_Antique_pool_(15688240214).jpg
494	景点	棉花堡	希拉波利斯古城	白梯田上方的古城，石柱望着温泉	Hierapolis_01.jpg
495	景点	死海	漂浮盐湖	咸得托起你，躺着就能读完一本书	Dead_Sea_beach_00.JPG
496	景点	死海	盐结晶岸	岸边全是雪白的盐花，硌脚也好看	Dead_Sea_Halite_Terraces_and_Salt_Crust_Formations_01.jpg
497	景点	死海	矿物泥滩	涂一身矿物泥，晒着太阳变轻	Dead_Sea_mud_man_by_David_Shankbone.jpg
498	景点	班夫	路易斯湖	松石绿的湖水，把雪山整片装进去	1_lake_louise_pano_2019.jpg
499	景点	班夫	梦莲湖	十座雪峰围着一汪蓝，蓝得不真实	Moraine_Lake_17092005.jpg
500	景点	班夫	硫磺山	缆车升上山脊，脚下是整条山谷	Day267jsulphurmountain.JPG
501	景点	大峡谷	南缘马瑟观景点	站在崖边，红色的深谷一层层烧到天边	0059_Grand_Canyon_Mather_Point_Improvements_(5373762649).jpg
502	景点	大峡谷	沙漠观景塔	圆石塔立在崖顶，望进大峡谷的尽头	Le_Grand_Canyon_2016_Desert_View_Watchtower_(6).JPG
503	景点	大峡谷	光明天使步道	一条小径拐着弯，往红色的谷底走	Grand_Canyon_National_Park_-_South_-_03.jpg
504	景点	杰拉什	椭圆广场	一圈石柱抱着椭圆广场，站了两千年	Oval_Plaza_(Forum_Romanum,_Gerasa_-_Jerash,_Jordan)_-_ساحة_الندوة,_جرش.jpg
505	景点	杰拉什	列柱大街	长长的柱廊大街，还铺着当年的石板	Jerash_-_Cardo_maximus_01.jpg
506	景点	杰拉什	阿尔忒弥斯神庙	高高的科林斯石柱，撑着一片空阔的天	Artemis_Temple_Pan_2_touched.jpg
