640	菜	阿姆斯特丹	Vleminckx Sausmeesters	['双炸薯条配蛋黄酱', '战争酱薯条(oorlog)']	Patatje_oorlog_(37631378231).jpg
641	菜	阿姆斯特丹	Stubbe's Haring	['生鲱鱼配洋葱酸黄瓜', '鲱鱼三明治broodje']	Herring_shack.jpg
642	菜	阿姆斯特丹	Winkel 43	['苹果派配鲜奶油', '现磨咖啡']	Lattice_apple_pie.png
643	菜	阿姆斯特丹	The Pancake Bakery	['培根奶酪荷式煎饼', 'poffertjes小松饼']	2015_01_Spekpannenkoek.jpg
644	菜	阿姆斯特丹	Café de Klos	['炭烤猪肋排', '烤鸡配蒜香黄油']	Balinese_Roasted_Pork_Ribs_-_Iga_Babi_Panggang_Bali.JPG
645	菜	阿姆斯特丹	Moeders	['荷式土豆泥stamppot', '妈妈风格炖肉']	Boerenkool_stamppot.jpg
646	菜	吴哥窟	Road 60夜市烧烤摊	['炭烤牛肉串', '烤鸡蛋', '炸蟋蟀']	Amok_fish_and_grilled_beef_skewer.jpg
647	菜	吴哥窟	老市场Num Banh Chok早餐摊	['高棉米线配鱼汤咖喱', '鲜椰子']	Num_Banh_Chok_Somlar_Kari.jpg
648	菜	吴哥窟	Khmer Kitchen Restaurant	['Fish Amok', 'Lok Lak黑椒牛肉', '芒果糯米饭']	Fish_Amok_with_Rice.jpg
649	菜	安纳普尔纳环线	沿线茶屋的Dal Bhat	['Dal Bhat套餐(米饭+豆汤+咖喱菜+腌菜)']	Dal_Bhat_Tarkari_Machha.jpg
650	菜	安纳普尔纳环线	路边藏式茶棚	['酥油茶', '藏面Thukpa', '现煮马萨拉茶']	Tibetan_butter_tea.jpg
651	菜	安纳普尔纳环线	马南的老牌烘焙店(如Manang Bakery)	['烤苹果派', '肉桂卷', '牦牛奶酪三明治']	Lattice_apple_pie.png
652	菜	南极半岛	乌斯怀亚La Anónima超市熟食柜	['现烤Empanada', '牛肉馅饼']	Tapa_de_empanadillitas.JPG
653	菜	南极半岛	El Turco(乌斯怀亚)	['米兰内萨炸牛排', '烤羊肉', '薯条']	Milanesa_con_fritas.png
654	菜	南极半岛	El Viejo Marino(乌斯怀亚)	['帝王蟹(Centolla)整只', '海鲜锅']	Centolla_en_Ushuaia.jpg
655	菜	南极帝企鹅栖息地	破冰船Kapitan Khlebnikov餐厅(雪丘岛航线)	['俄式罗宋汤', '三道式晚餐', '甲板热红酒']	Borscht_served.jpg
656	菜	羚羊峡谷	纳瓦霍Frybread路边摊(98号公路边)	['Frybread炸面饼', 'Navajo Taco']	Frybread.jpg
657	菜	羚羊峡谷	Ranch House Grille	['牛排煎蛋早餐', '绿椒肉汁土豆饼']	Wagyu_rump_steak_and_eggs_-_Jones_the_Grocer,_Chadstone.jpg
658	菜	羚羊峡谷	BirdHouse	['炸鸡桶', '蜂蜜辣酱炸鸡三明治']	Fried-Chicken-Set.jpg
659	菜	羚羊峡谷	Big John's Texas BBQ	['慢熏牛胸肉', '手撕猪肉盘', '玉米面包']	Brisketphoto.jpg
660	菜	羚羊峡谷	State 48 Tavern	['手工汉堡', '本地精酿', '椒盐脆饼配啤酒芝士酱']	RedDot_Burger.jpg
661	菜	羚羊峡谷	Sunset 89	['牛排', '烤三文鱼', '落日鸡尾酒']	Steak_frites_-_yummy.jpg
662	菜	青之岛	地熱釜（ひんぎゃ蒸气灶）	['地热蒸鸡蛋', '蒸红薯', '蒸玉米']	Onsen_tamago_at_minshuku_Korakuen,_Nagano_by_Blue_Lotus.jpg
663	菜	阿塔卡马沙漠	Caracoles街empanada小摊	['empanada de pino', 'empanada de queso']	Tapa_de_empanadillitas.JPG
664	菜	阿塔卡马沙漠	Las Delicias de Carmen	['pastel de choclo', 'cazuela炖汤', 'sopaipillas']	Pastel_de_choclo.jpg
665	菜	特罗姆瑟极光	Raketten Bar & Pølse	['驯鹿肉热狗', '热红酒']	Anchorage_reindeer_hotdogs.jpg
666	菜	特罗姆瑟极光	Risø mat & kaffebar	['肉桂卷', '开放三明治', '拿铁']	Cinnamon_roll_in_Stockholm.jpg
